date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_winK_逃げ,L1_loseK_逃げ,L1_winK_差し,L1_loseK_差し,L1_winK_まくり,L1_loseK_まくり,L1_winK_まくり差し,L1_loseK_まくり差し,L1_winK_抜き,L1_loseK_抜き,L1_winK_恵まれ,L1_loseK_恵まれ,L1_winK_total,L1_loseK_total,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_winK_逃げ,L2_loseK_逃げ,L2_winK_差し,L2_loseK_差し,L2_winK_まくり,L2_loseK_まくり,L2_winK_まくり差し,L2_loseK_まくり差し,L2_winK_抜き,L2_loseK_抜き,L2_winK_恵まれ,L2_loseK_恵まれ,L2_winK_total,L2_loseK_total,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_winK_逃げ,L3_loseK_逃げ,L3_winK_差し,L3_loseK_差し,L3_winK_まくり,L3_loseK_まくり,L3_winK_まくり差し,L3_loseK_まくり差し,L3_winK_抜き,L3_loseK_抜き,L3_winK_恵まれ,L3_loseK_恵まれ,L3_winK_total,L3_loseK_total,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_winK_逃げ,L4_loseK_逃げ,L4_winK_差し,L4_loseK_差し,L4_winK_まくり,L4_loseK_まくり,L4_winK_まくり差し,L4_loseK_まくり差し,L4_winK_抜き,L4_loseK_抜き,L4_winK_恵まれ,L4_loseK_恵まれ,L4_winK_total,L4_loseK_total,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_winK_逃げ,L5_loseK_逃げ,L5_winK_差し,L5_loseK_差し,L5_winK_まくり,L5_loseK_まくり,L5_winK_まくり差し,L5_loseK_まくり差し,L5_winK_抜き,L5_loseK_抜き,L5_winK_恵まれ,L5_loseK_恵まれ,L5_winK_total,L5_loseK_total,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_winK_逃げ,L6_loseK_逃げ,L6_winK_差し,L6_loseK_差し,L6_winK_まくり,L6_loseK_まくり,L6_winK_まくり差し,L6_loseK_まくり差し,L6_winK_抜き,L6_loseK_抜き,L6_winK_恵まれ,L6_loseK_恵まれ,L6_winK_total,L6_loseK_total,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250818,06,1R,1,3,49,0.18,0.14,1,0,15,5,6,2,33.3,73.3,86.6,5,0,0,4,0,2,0,4,0,0,0,0,5,10,0.01999999999999999,9,0,5,4,4,2,2,25,0.16,0.17,0,0,18,1,2,7,5.5,16.6,55.5,0,9,1,1,0,5,0,2,0,0,0,0,1,17,0.0,-15,-1,3,2,2,3,2,52,0.11,0.1,0,0,29,7,8,4,24.1,51.7,65.5,0,15,2,2,0,1,4,2,0,2,1,0,7,22,-0.05,12,-1,1,5,3,4,3,24,0.17,0.16,0,0,35,3,2,4,8.5,14.2,25.7,0,15,0,5,2,3,0,6,1,3,0,0,3,32,0.010000000000000009,-16,0,4,1,5,5,1,27,0.14,0.13,0,0,16,0,4,3,0.0,25.0,43.7,0,14,0,1,0,1,0,0,0,0,0,0,0,16,-0.01999999999999999,-13,-2,2,3,1,6,3,57,0.21,0.21,0,0,8,0,0,0,0.0,0.0,0.0,0,5,0,0,0,1,0,0,0,2,0,0,0,8,0.04999999999999999,17,0,6,6,6,0.16166666666666665,39.0,2.3333333333333335
20250818,06,2R,1,3,40,0.18,0.17,0,0,16,7,3,1,43.7,62.5,68.7,7,0,0,0,0,5,0,4,0,0,0,0,7,9,0.01999999999999999,0,0,5,3,4,2,1,43,0.16,0.17,1,0,23,4,9,4,17.3,56.5,73.9,0,14,3,0,0,3,0,2,1,0,0,0,4,19,0.0,3,-2,3,6,1,3,3,21,0.16,0.14,1,0,25,0,5,4,0.0,20.0,36.0,0,16,0,3,0,1,0,3,0,2,0,0,0,25,0.0,-19,0,4,1,5,4,4,21,0.22,0.19,0,0,9,0,0,0,0.0,0.0,0.0,0,7,0,2,0,0,0,0,0,0,0,0,0,9,0.06,-19,1,6,2,6,5,1,42,0.15,0.17,0,0,18,3,4,6,16.6,38.8,72.2,0,11,0,1,2,1,1,0,0,1,0,1,3,15,-0.010000000000000009,2,-2,1,4,2,6,2,42,0.15,0.17,0,0,11,0,1,2,0.0,9.0,27.2,0,7,0,2,0,1,0,0,0,1,0,0,0,11,-0.010000000000000009,2,-1,2,5,3,0.17,34.833333333333336,2.3333333333333335
20250818,06,3R,1,3,52,0.16,0.15,0,0,18,8,4,3,44.4,66.6,83.3,8,0,0,5,0,1,0,2,0,2,0,0,8,10,0.0,12,0,4,6,4,2,1,29,0.15,0.14,0,0,24,10,6,3,41.6,66.6,79.1,0,7,7,0,3,2,0,4,0,1,0,0,10,14,-0.010000000000000009,-11,-2,3,3,1,3,2,36,0.14,0.16,0,0,23,6,6,5,26.0,52.1,73.9,0,6,1,4,0,1,5,2,0,4,0,0,6,17,-0.01999999999999999,-4,-1,1,4,2,4,3,23,0.18,0.2,1,0,12,0,2,1,0.0,16.6,25.0,0,7,0,0,0,3,0,1,0,1,0,0,0,12,0.01999999999999999,-17,0,5,2,5,5,2,44,0.14,0.17,1,0,15,0,2,4,0.0,13.3,40.0,0,9,0,3,0,2,0,0,0,1,0,0,0,15,-0.01999999999999999,4,-1,2,5,3,6,4,18,0.19,0.18,0,0,53,0,1,2,0.0,1.8,5.6,0,20,0,14,0,11,0,4,0,4,0,0,0,53,0.03,-22,1,6,1,6,0.16,33.666666666666664,2.5
20250818,06,4R,1,1,47,0.13,0.12,0,0,27,21,2,2,77.7,85.1,92.5,20,0,0,3,0,3,0,1,1,0,0,0,21,7,-0.03,7,-2,1,5,1,2,3,40,0.19,0.14,0,0,18,3,9,3,16.6,66.6,83.3,0,12,0,0,0,0,0,2,0,1,0,0,0,15,0.03,0,0,4,3,2,3,3,39,0.2,0.2,0,0,18,0,6,5,0.0,33.3,61.1,0,11,0,1,0,2,0,2,0,2,0,0,0,18,0.04000000000000001,-1,0,6,2,3,4,3,43,0.19,0.18,0,0,15,1,3,2,6.6,26.6,40.0,0,9,0,0,0,2,1,2,0,1,0,0,1,14,0.03,3,0,5,4,4,5,3,55,0.17,0.16,1,0,18,0,2,5,0.0,11.1,38.8,0,8,0,3,0,5,0,1,0,1,0,0,0,18,0.010000000000000009,15,0,2,6,5,6,3,23,0.17,0.14,0,0,19,0,0,1,0.0,0.0,5.2,0,10,0,2,0,2,0,3,0,2,0,0,0,19,0.010000000000000009,-17,0,3,1,6,0.17500000000000002,41.166666666666664,2.6666666666666665
20250818,06,5R,1,2,46,0.21,0.24,0,0,19,8,5,2,42.1,68.4,78.9,7,0,0,4,0,2,0,5,1,0,0,0,8,11,0.04999999999999999,6,-1,5,3,3,2,3,24,0.15,0.15,0,0,22,4,1,9,18.1,22.7,63.6,0,13,3,2,0,0,0,1,1,1,0,1,4,18,-0.010000000000000009,-16,0,2,2,4,3,1,46,0.13,0.11,0,0,17,3,6,4,17.6,52.9,76.4,0,10,1,4,1,0,1,0,0,0,0,0,3,14,-0.03,6,-2,1,4,1,4,1,54,0.15,0.15,0,0,30,10,6,4,33.3,53.3,66.6,0,11,0,3,5,4,3,2,2,0,0,0,10,20,-0.010000000000000009,14,-2,3,5,2,5,3,57,0.21,0.2,0,0,13,0,1,3,0.0,7.6,30.7,0,9,0,1,0,1,0,1,0,1,0,0,0,13,0.04999999999999999,17,0,6,6,5,6,4,20,0.19,0.17,0,0,73,0,1,0,0.0,1.3,1.3,0,31,0,7,0,19,0,12,0,3,0,1,0,73,0.03,-20,1,4,1,6,0.17333333333333334,41.166666666666664,2.3333333333333335
20250818,06,6R,1,2,47,0.2,0.17,0,0,15,11,3,0,73.3,93.3,93.3,10,0,0,1,0,0,0,3,1,0,0,0,11,4,0.04000000000000001,7,-1,6,4,3,2,1,42,0.13,0.13,1,0,24,1,9,7,4.1,41.6,70.8,0,14,0,3,1,1,0,3,0,2,0,0,1,23,-0.03,2,-2,1,3,1,3,1,50,0.13,0.15,1,0,25,8,7,2,32.0,60.0,68.0,0,12,2,1,2,3,3,0,0,1,1,0,8,17,-0.03,10,-2,2,6,2,4,3,49,0.18,0.15,1,0,14,1,1,1,7.1,14.2,21.4,0,6,0,1,0,2,1,3,0,0,0,0,1,12,0.01999999999999999,9,0,5,5,5,5,3,21,0.16,0.14,1,0,24,2,2,3,8.3,16.6,29.1,0,11,0,1,0,6,0,4,1,0,1,0,2,22,0.0,-19,0,4,1,6,6,2,40,0.15,0.16,0,0,20,0,0,4,0.0,0.0,20.0,0,13,0,1,0,2,0,1,0,3,0,0,0,20,-0.010000000000000009,0,-1,3,2,4,0.15833333333333335,41.5,2.0
20250818,06,7R,1,2,25,0.16,0.14,0,0,20,13,2,3,65.0,75.0,90.0,11,0,0,1,0,4,0,1,2,1,0,0,13,7,0.0,-15,-1,3,2,3,2,1,44,0.16,0.14,0,0,18,3,4,3,16.6,38.8,55.5,0,15,2,0,1,0,0,0,0,0,0,0,3,15,0.0,4,-2,4,4,1,3,3,59,0.17,0.16,0,0,20,1,3,5,5.0,20.0,45.0,0,13,0,1,0,1,1,3,0,1,0,0,1,19,0.010000000000000009,19,0,5,6,5,4,1,46,0.11,0.13,0,0,21,4,7,7,19.0,52.3,85.7,0,12,1,1,1,0,2,2,0,2,0,1,4,18,-0.05,6,-2,1,5,2,5,4,18,0.19,0.17,0,0,24,0,0,2,0.0,0.0,8.3,0,10,0,5,0,5,0,3,0,1,0,0,0,24,0.03,-22,1,6,1,6,6,2,43,0.13,0.15,0,0,18,1,2,6,5.5,16.6,50.0,0,9,0,2,0,1,1,4,0,1,0,0,1,17,-0.03,3,-1,2,3,4,0.15333333333333335,39.166666666666664,2.1666666666666665
20250818,06,8R,1,2,48,0.16,0.14,0,0,25,20,1,2,80.0,84.0,92.0,19,0,0,0,0,4,0,0,1,0,0,1,20,5,0.0,8,-1,2,5,2,2,3,23,0.18,0.16,1,0,16,0,5,5,0.0,31.2,62.5,0,11,0,0,0,2,0,2,0,1,0,0,0,16,0.01999999999999999,-17,0,5,1,3,3,3,40,0.18,0.19,0,0,15,4,4,1,26.6,53.3,60.0,0,6,0,3,0,2,4,0,0,0,0,0,4,11,0.01999999999999999,0,0,6,4,4,4,1,37,0.12,0.11,0,0,25,4,6,7,16.0,40.0,68.0,0,14,1,1,2,2,0,4,0,0,1,0,4,21,-0.04000000000000001,-3,-2,1,3,1,5,3,24,0.17,0.17,0,0,44,2,6,11,4.5,18.1,43.1,0,23,0,6,1,6,1,5,0,2,0,0,2,42,0.010000000000000009,-16,0,3,2,5,6,3,55,0.17,0.16,1,0,17,1,2,3,5.8,17.6,35.2,0,9,0,1,0,3,0,2,0,0,1,0,1,15,0.010000000000000009,15,0,4,6,6,0.16333333333333336,37.833333333333336,2.5
20250818,06,9R,1,1,46,0.14,0.12,0,0,30,26,3,0,86.6,96.6,96.6,25,0,0,1,0,1,0,1,1,1,0,0,26,4,-0.01999999999999999,6,-2,2,5,1,2,2,44,0.14,0.14,1,0,20,5,2,5,25.0,35.0,60.0,0,11,2,0,3,2,0,1,0,1,0,1,5,16,-0.01999999999999999,4,-1,3,3,2,3,2,45,0.17,0.17,0,0,23,4,6,1,17.3,43.4,47.8,0,11,0,3,0,4,3,0,1,1,0,0,4,19,0.010000000000000009,5,-1,5,4,3,4,3,40,0.19,0.12,0,0,17,4,8,1,23.5,70.5,76.4,0,7,0,2,0,0,0,4,0,0,0,0,0,13,0.03,0,0,6,2,5,5,3,24,0.15,0.15,0,0,24,2,1,7,8.3,12.5,41.6,0,11,0,5,0,4,2,1,0,1,0,0,2,22,-0.010000000000000009,-16,0,4,1,6,6,2,52,0.11,0.16,0,0,7,0,0,1,0.0,0.0,14.2,0,6,0,0,0,0,0,0,0,1,0,0,0,7,-0.05,12,-1,1,6,4,0.15000000000000002,41.833333333333336,2.1666666666666665
20250818,06,10R,1,1,29,0.15,0.13,0,0,27,21,3,1,77.7,88.8,92.5,21,0,0,2,0,1,0,3,0,0,0,0,21,6,-0.010000000000000009,-11,-2,3,2,1,2,2,58,0.15,0.16,0,0,24,4,3,7,16.6,29.1,58.3,0,11,4,0,0,4,0,3,0,1,0,1,4,20,-0.010000000000000009,18,-1,4,6,4,3,3,43,0.19,0.2,0,0,12,2,2,1,16.6,33.3,41.6,0,4,1,1,1,1,0,5,0,0,0,0,2,11,0.03,3,0,5,4,5,4,1,47,0.13,0.12,0,0,22,5,5,4,22.7,45.4,63.6,0,14,2,2,1,0,1,0,1,1,0,0,5,17,-0.03,7,-2,1,5,2,5,1,42,0.13,0.13,1,0,26,5,7,4,19.2,46.1,61.5,0,5,0,3,3,8,2,3,0,1,0,1,5,21,-0.03,2,-2,2,3,3,6,4,21,0.22,0.19,0,0,46,0,1,0,0.0,2.1,2.1,0,22,0,6,0,8,0,5,0,5,0,0,0,46,0.06,-19,1,6,1,6,0.16166666666666665,40.0,2.0
