date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250809,06,3R,1,1,2,28,0.17,0.19,1,0,24,11,4,3,45.8,62.5,75.0,11,7,0.01,-12,-1,4,2,3,0.165,36.66666666666666,1.8333333333333333,2,0,0.14,まくり
20250809,06,3R,2,2,1,25,0.16,0.17,0,0,22,9,3,6,40.9,54.5,81.8,9,2,0.0,-15,-2,2,1,1,0.165,36.66666666666666,1.8333333333333333,1,1,0.09,まくり
20250809,06,3R,3,3,2,48,0.18,0.16,0,0,13,1,6,1,7.6,53.8,61.5,1,3,0.0199999999999999,8,-1,6,5,4,0.165,36.66666666666666,1.8333333333333333,5,0,0.05,まくり
20250809,06,3R,4,4,3,58,0.17,0.18,0,0,13,0,2,3,0.0,15.3,38.4,0,2,0.01,18,0,5,6,6,0.165,36.66666666666666,1.8333333333333333,6,0,0.09,まくり
20250809,06,3R,5,5,1,28,0.15,0.14,0,0,19,1,4,4,5.2,26.3,47.3,1,3,-0.01,-12,-2,1,3,2,0.165,36.66666666666666,1.8333333333333333,3,0,0.11,まくり
20250809,06,3R,6,6,2,33,0.16,0.15,0,0,10,0,1,2,0.0,10.0,30.0,0,0,0.0,-7,-1,3,4,5,0.165,36.66666666666666,1.8333333333333333,4,0,0.11,まくり
20250809,06,4R,1,1,2,48,0.19,0.16,1,0,24,16,5,1,66.6,87.5,91.6,16,3,0.03,8,-1,6,6,3,0.165,41.5,1.8333333333333333,2,0,0.06,差し
20250809,06,4R,2,2,1,44,0.16,0.14,0,0,18,3,4,3,16.6,38.8,55.5,3,0,0.0,4,-2,2,4,1,0.165,41.5,1.8333333333333333,1,1,0.07,差し
20250809,06,4R,3,3,1,46,0.17,0.14,0,0,25,9,2,5,36.0,44.0,64.0,9,2,0.01,6,-2,4,5,2,0.165,41.5,1.8333333333333333,4,0,0.04,差し
20250809,06,4R,4,4,3,40,0.13,0.13,0,0,18,2,4,4,11.1,33.3,55.5,2,0,-0.03,0,0,1,2,6,0.165,41.5,1.8333333333333333,3,0,0.01,差し
20250809,06,4R,5,5,2,30,0.18,0.12,0,0,13,0,0,4,0.0,0.0,30.7,0,3,0.0199999999999999,-10,-1,5,1,4,0.165,41.5,1.8333333333333333,5,0,0.03,差し
20250809,06,4R,6,6,2,41,0.16,0.18,0,0,16,0,2,3,0.0,12.5,31.2,0,4,0.0,1,-1,3,3,5,0.165,41.5,1.8333333333333333,6,0,0.07,差し
20250809,06,5R,1,1,2,52,0.15,0.14,0,0,20,14,5,0,70.0,95.0,95.0,14,2,-0.01,12,-1,1,6,3,0.1666666666666666,37.833333333333336,1.6666666666666667,1,1,0.16,抜き
20250809,06,5R,2,2,2,32,0.15,0.14,0,0,19,6,6,3,31.5,63.1,78.9,6,0,-0.01,-8,-1,2,3,4,0.1666666666666666,37.833333333333336,1.6666666666666667,2,0,0.26,抜き
20250809,06,5R,3,3,1,39,0.18,0.19,0,0,23,3,7,3,13.0,43.4,56.5,3,1,0.0199999999999999,-1,-2,5,4,1,0.1666666666666666,37.833333333333336,1.6666666666666667,3,0,0.28,抜き
20250809,06,5R,4,4,1,25,0.18,0.18,1,0,13,1,5,1,7.6,46.1,53.8,1,0,0.0199999999999999,-15,-2,6,1,2,0.1666666666666666,37.833333333333336,1.6666666666666667,4,0,0.23,抜き
20250809,06,5R,5,5,2,51,0.17,0.18,0,0,19,1,5,2,5.2,31.5,42.1,1,3,0.01,11,-1,3,5,5,0.1666666666666666,37.833333333333336,1.6666666666666667,6,0,0.23,抜き
20250809,06,5R,6,6,2,28,0.17,0.21,1,0,17,1,3,1,5.8,23.5,29.4,1,0,0.01,-12,-1,4,2,6,0.1666666666666666,37.833333333333336,1.6666666666666667,5,0,0.26,抜き
20250809,06,6R,1,1,1,41,0.15,0.16,0,0,25,14,7,1,56.0,84.0,88.0,14,2,-0.01,1,-2,2,5,1,0.1516666666666666,39.16666666666666,1.5,1,1,0.08,逃げ
20250809,06,6R,2,2,1,29,0.13,0.14,1,0,22,4,7,1,18.1,50.0,54.5,4,2,-0.03,-11,-2,1,1,2,0.1516666666666666,39.16666666666666,1.5,2,0,0.15,逃げ
20250809,06,6R,3,3,2,32,0.18,0.16,0,0,27,3,12,3,11.1,55.5,66.6,3,1,0.0199999999999999,-8,-1,6,2,4,0.1516666666666666,39.16666666666666,1.5,4,0,0.22,逃げ
20250809,06,6R,4,4,2,39,0.15,0.15,1,0,14,2,0,2,14.2,14.2,28.5,2,1,-0.01,-1,-1,3,4,5,0.1516666666666666,39.16666666666666,1.5,5,0,0.2,逃げ
20250809,06,6R,5,5,1,56,0.15,0.14,0,0,19,0,7,6,0.0,36.8,68.4,0,6,-0.01,16,-2,4,6,3,0.1516666666666666,39.16666666666666,1.5,3,0,0.18,逃げ
20250809,06,6R,6,6,2,38,0.15,0.17,1,0,17,0,2,2,0.0,11.7,23.5,0,1,-0.01,-2,-1,5,3,6,0.1516666666666666,39.16666666666666,1.5,6,0,0.18,逃げ
20250809,06,7R,1,1,1,33,0.15,0.14,0,0,24,20,2,0,83.3,91.6,91.6,20,2,-0.01,-7,-2,2,3,1,0.165,36.66666666666666,1.5,1,1,0.13,逃げ
20250809,06,7R,2,2,2,39,0.13,0.13,0,0,21,8,4,3,38.1,57.1,71.4,8,1,-0.03,-1,-1,1,4,4,0.165,36.66666666666666,1.5,6,0,0.13,逃げ
20250809,06,7R,3,3,2,31,0.16,0.15,0,0,22,1,10,4,4.5,50.0,68.1,1,5,0.0,-9,-1,3,1,5,0.165,36.66666666666666,1.5,3,0,0.15,逃げ
20250809,06,7R,4,4,2,31,0.2,0.21,0,0,20,2,4,3,10.0,30.0,45.0,2,0,0.04,-9,-1,6,2,6,0.165,36.66666666666666,1.5,2,0,0.17,逃げ
20250809,06,7R,5,5,1,43,0.18,0.19,1,0,21,3,5,6,14.2,38.1,66.6,3,2,0.0199999999999999,3,-2,5,5,2,0.165,36.66666666666666,1.5,4,0,0.16,逃げ
20250809,06,7R,6,6,1,43,0.17,0.15,0,0,14,0,3,3,0.0,21.4,42.8,0,2,0.01,3,-2,4,6,3,0.165,36.66666666666666,1.5,5,0,0.14,逃げ
20250809,06,8R,1,1,2,44,0.19,0.21,1,0,25,15,7,1,60.0,88.0,92.0,15,2,0.03,4,-1,6,6,4,0.1666666666666666,36.0,1.5,4,0,0.25,差し
20250809,06,8R,2,2,2,35,0.17,0.14,0,0,17,3,6,3,17.6,52.9,70.5,3,1,0.01,-5,-1,5,2,5,0.1666666666666666,36.0,1.5,2,0,0.08,差し
20250809,06,8R,3,3,1,40,0.16,0.15,0,0,19,4,2,8,21.0,31.5,73.6,4,2,0.0,0,-2,1,5,1,0.1666666666666666,36.0,1.5,1,1,0.09,差し
20250809,06,8R,4,4,2,35,0.16,0.16,0,0,28,5,5,7,17.8,35.7,60.7,5,3,0.0,-5,-1,2,3,6,0.1666666666666666,36.0,1.5,6,0,0.21,差し
20250809,06,8R,5,5,1,25,0.16,0.15,0,0,22,2,1,8,9.0,13.6,50.0,2,4,0.0,-15,-2,3,1,2,0.1666666666666666,36.0,1.5,3,0,0.12,差し
20250809,06,8R,6,6,1,37,0.16,0.16,1,0,18,2,4,0,11.1,33.3,33.3,2,2,0.0,-3,-2,4,4,3,0.1666666666666666,36.0,1.5,5,0,0.17,差し
20250809,06,9R,1,1,2,40,0.16,0.17,1,0,22,9,6,2,40.9,68.1,77.2,9,5,0.0,0,-1,4,4,4,0.1566666666666666,40.16666666666666,1.6666666666666667,1,1,0.11,逃げ
20250809,06,9R,2,2,1,36,0.15,0.15,0,0,21,9,6,4,42.8,71.4,90.4,9,3,-0.01,-4,-2,2,2,1,0.1566666666666666,40.16666666666666,1.6666666666666667,3,0,0.09,逃げ
20250809,06,9R,3,3,2,48,0.19,0.19,1,0,23,5,4,3,21.7,39.1,52.1,5,4,0.03,8,-1,6,5,5,0.1566666666666666,40.16666666666666,1.6666666666666667,5,0,0.18,逃げ
20250809,06,9R,4,4,1,29,0.15,0.17,0,0,18,5,4,2,27.7,50.0,61.1,5,1,-0.01,-11,-2,3,1,2,0.1566666666666666,40.16666666666666,1.6666666666666667,4,0,0.09,逃げ
20250809,06,9R,5,5,3,52,0.13,0.12,0,0,10,0,2,1,0.0,20.0,30.0,0,2,-0.03,12,0,1,6,6,0.1566666666666666,40.16666666666666,1.6666666666666667,6,0,0.09,逃げ
20250809,06,9R,6,6,1,36,0.16,0.19,0,0,16,2,5,3,12.5,43.7,62.5,2,2,0.0,-4,-2,5,3,3,0.1566666666666666,40.16666666666666,1.6666666666666667,2,0,0.12,逃げ
20250809,06,10R,1,1,1,28,0.15,0.16,0,0,22,16,3,1,72.7,86.3,90.9,16,3,-0.01,-12,-2,2,2,1,0.17,33.666666666666664,1.6666666666666667,1,1,0.12,逃げ
20250809,06,10R,2,2,2,37,0.19,0.17,0,0,20,7,7,3,35.0,70.0,85.0,7,3,0.03,-3,-1,5,5,4,0.17,33.666666666666664,1.6666666666666667,2,0,0.14,逃げ
20250809,06,10R,3,3,2,31,0.14,0.12,0,0,14,1,6,1,7.1,50.0,57.1,1,0,-0.0199999999999999,-9,-1,1,3,5,0.17,33.666666666666664,1.6666666666666667,3,0,0.08,逃げ
20250809,06,10R,4,4,1,46,0.17,0.14,0,0,21,7,5,4,33.3,57.1,76.1,7,3,0.01,6,-2,3,6,2,0.17,33.666666666666664,1.6666666666666667,4,0,0.08,逃げ
20250809,06,10R,5,5,1,25,0.18,0.13,1,0,15,0,2,4,0.0,13.3,40.0,0,3,0.0199999999999999,-15,-2,4,1,3,0.17,33.666666666666664,1.6666666666666667,5,0,0.09,逃げ
20250809,06,10R,6,6,3,35,0.19,0.22,0,0,17,1,0,3,5.8,5.8,23.5,1,3,0.03,-5,0,6,4,6,0.17,33.666666666666664,1.6666666666666667,6,0,0.17,逃げ
20250809,06,11R,1,1,1,32,0.15,0.14,0,0,34,26,4,2,76.4,88.2,94.1,26,3,-0.01,-8,-2,1,1,1,0.1633333333333333,42.833333333333336,1.6666666666666667,2,0,0.14,差し
20250809,06,11R,2,2,1,39,0.18,0.18,0,0,18,3,6,2,16.6,50.0,61.1,3,2,0.0199999999999999,-1,-2,6,2,2,0.1633333333333333,42.833333333333336,1.6666666666666667,6,0,0.12,差し
20250809,06,11R,3,3,3,58,0.17,0.16,0,0,19,2,6,5,10.5,42.1,68.4,2,0,0.01,18,0,4,6,6,0.1633333333333333,42.833333333333336,1.6666666666666667,5,0,0.08,差し
20250809,06,11R,4,4,2,45,0.17,0.16,0,0,19,2,5,1,10.5,36.8,42.1,2,2,0.01,5,-1,5,5,4,0.1633333333333333,42.833333333333336,1.6666666666666667,1,1,0.11,差し
20250809,06,11R,5,5,1,44,0.16,0.14,0,0,20,5,1,3,25.0,30.0,45.0,5,2,0.0,4,-2,3,4,3,0.1633333333333333,42.833333333333336,1.6666666666666667,4,0,0.08,差し
20250809,06,11R,6,6,2,39,0.15,0.18,1,0,12,1,0,4,8.3,8.3,41.6,1,1,-0.01,-1,-1,2,3,5,0.1633333333333333,42.833333333333336,1.6666666666666667,3,0,0.09,差し
20250809,06,12R,1,1,1,37,0.14,0.14,0,0,23,16,1,2,69.5,73.9,82.6,16,5,-0.0199999999999999,-3,-2,2,5,1,0.15,34.166666666666664,1.3333333333333333,1,1,0.08,逃げ
20250809,06,12R,2,2,2,38,0.16,0.14,0,0,18,4,6,4,22.2,55.5,77.7,4,2,0.0,-2,-1,5,6,5,0.15,34.166666666666664,1.3333333333333333,6,0,0.13,逃げ
20250809,06,12R,3,3,1,33,0.15,0.16,0,0,18,4,6,2,22.2,55.5,66.6,4,1,-0.01,-7,-2,3,3,2,0.15,34.166666666666664,1.3333333333333333,3,0,0.09,逃げ
20250809,06,12R,4,4,1,36,0.17,0.17,0,0,14,0,4,2,0.0,28.5,42.8,0,1,0.01,-4,-2,6,4,3,0.15,34.166666666666664,1.3333333333333333,2,0,0.12,逃げ
20250809,06,12R,5,5,2,32,0.15,0.11,0,0,17,2,3,3,11.7,29.4,47.0,2,3,-0.01,-8,-1,4,2,6,0.15,34.166666666666664,1.3333333333333333,5,0,0.11,逃げ
20250809,06,12R,6,6,1,29,0.13,0.15,1,0,16,0,0,2,0.0,0.0,12.5,0,1,-0.03,-11,-2,1,1,4,0.15,34.166666666666664,1.3333333333333333,4,0,0.14,逃げ
