date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_win_k,L1_lose_k,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_win_k,L2_lose_k,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_win_k,L3_lose_k,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_win_k,L4_lose_k,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_win_k,L5_lose_k,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_win_k,L6_lose_k,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250812,19,1R,1,3,46,0.12,0.13,1,0,16,10,2,1,62.5,75.0,81.2,10,2,-0.04000000000000001,6,0,1,4,2,2,3,32,0.17,0.16,0,0,22,3,6,6,13.6,40.9,68.1,3,1,0.010000000000000009,-8,0,3,1,3,3,3,43,0.15,0.13,1,0,18,1,4,3,5.5,27.7,44.4,1,2,-0.010000000000000009,3,0,2,2,4,4,3,48,0.21,0.2,0,0,13,1,4,2,7.6,38.4,53.8,1,0,0.04999999999999999,8,0,6,5,5,5,2,55,0.18,0.15,0,0,15,1,1,2,6.6,13.3,26.6,1,1,0.01999999999999999,15,-1,4,6,1,6,3,45,0.19,0.2,0,0,11,0,1,3,0.0,9.0,36.3,0,1,0.03,5,0,5,3,6,0.17,44.833333333333336,2.8333333333333335
20250812,19,2R,1,3,44,0.19,0.16,0,0,18,9,2,3,50.0,61.1,77.7,9,2,0.03,4,0,4,5,1,2,3,41,0.17,0.17,0,0,17,2,4,4,11.7,35.2,58.8,2,2,0.010000000000000009,1,0,3,4,2,3,3,33,0.19,0.19,0,0,22,3,7,4,13.6,45.4,63.6,3,4,0.03,-7,0,5,2,3,4,3,40,0.16,0.16,0,0,25,1,1,2,4.0,8.0,16.0,1,3,0.0,0,0,2,3,4,5,3,26,0.15,0.12,1,0,13,1,0,3,7.6,7.6,30.7,1,0,-0.010000000000000009,-14,0,1,1,5,6,3,53,0.19,0.22,0,0,13,0,1,1,0.0,7.6,15.3,0,2,0.03,13,0,6,6,6,0.17500000000000002,39.5,3.0
20250812,19,3R,1,3,43,0.18,0.15,0,0,12,5,3,2,41.6,66.6,83.3,5,2,0.01999999999999999,3,0,4,5,3,2,3,40,0.18,0.18,0,0,14,0,2,5,0.0,14.2,50.0,0,2,0.01999999999999999,0,0,5,4,4,3,3,26,0.17,0.14,0,0,22,3,5,2,13.6,36.3,45.4,3,1,0.010000000000000009,-14,0,3,2,5,4,1,29,0.15,0.14,0,0,19,2,7,5,10.5,47.3,73.6,2,0,-0.010000000000000009,-11,-2,2,3,1,5,2,46,0.13,0.13,0,0,13,1,1,4,7.6,15.3,46.1,1,1,-0.03,6,-1,1,6,2,6,4,21,0.23,0.23,1,0,66,0,0,0,0.0,0.0,0.0,0,12,0.07,-19,1,6,1,6,0.17333333333333334,34.166666666666664,2.6666666666666665
20250812,19,4R,1,3,34,0.14,0.17,0,0,13,7,3,1,53.8,76.9,84.6,7,1,-0.01999999999999999,-6,0,1,2,3,2,2,34,0.17,0.15,0,0,17,3,5,4,17.6,47.0,70.5,3,2,0.010000000000000009,-6,-1,3,3,1,3,3,23,0.15,0.13,0,0,18,2,2,7,11.1,22.2,61.1,2,3,-0.010000000000000009,-17,0,2,1,4,4,2,36,0.18,0.18,0,0,16,2,3,6,12.5,31.2,68.7,2,4,0.01999999999999999,-4,-1,4,4,2,5,3,53,0.19,0.2,0,0,7,0,0,0,0.0,0.0,0.0,0,0,0.03,13,0,6,6,5,6,3,52,0.18,0.13,0,0,4,1,0,0,25.0,25.0,25.0,1,0,0.01999999999999999,12,0,5,5,6,0.16833333333333333,38.666666666666664,2.6666666666666665
20250812,19,5R,1,1,37,0.15,0.15,1,0,20,11,2,1,55.0,65.0,70.0,11,4,-0.010000000000000009,-3,-2,2,4,1,2,3,27,0.14,0.16,0,0,19,2,3,2,10.5,26.3,36.8,2,3,-0.01999999999999999,-13,0,1,2,3,3,3,32,0.19,0.17,0,0,17,4,2,4,23.5,35.2,58.8,4,1,0.03,-8,0,5,3,4,4,3,57,0.17,0.16,0,0,20,2,3,2,10.0,25.0,35.0,2,2,0.010000000000000009,17,0,3,6,5,5,2,52,0.18,0.2,0,0,23,2,1,4,8.7,13.0,30.4,2,1,0.01999999999999999,12,-1,4,5,2,6,3,26,0.21,0.24,0,0,18,0,1,0,0.0,5.5,5.5,0,5,0.04999999999999999,-14,0,6,1,6,0.17333333333333334,38.5,2.5
20250812,19,6R,1,3,33,0.19,0.2,0,0,15,5,1,5,33.3,40.0,73.3,5,2,0.03,-7,0,3,2,3,2,2,36,0.2,0.18,1,0,17,3,2,5,17.6,29.4,58.8,3,2,0.04000000000000001,-4,-1,5,3,2,3,3,37,0.23,0.21,0,0,17,0,1,3,0.0,5.8,23.5,0,5,0.07,-3,0,6,4,4,4,1,41,0.17,0.15,0,0,14,1,4,3,7.1,35.7,57.1,1,0,0.010000000000000009,1,-2,1,5,1,5,3,18,0.17,0.15,1,0,13,0,1,1,0.0,7.6,15.3,0,1,0.010000000000000009,-22,0,2,1,5,6,3,55,0.19,0.25,0,0,10,0,0,0,0.0,0.0,0.0,0,4,0.03,15,0,4,6,6,0.19166666666666668,36.666666666666664,2.5
20250812,19,7R,1,3,40,0.18,0.1,0,0,14,5,2,4,35.7,50.0,78.5,5,4,0.01999999999999999,0,0,3,1,3,2,1,48,0.15,0.16,0,0,22,5,7,5,22.7,54.5,77.2,5,7,-0.010000000000000009,8,-2,1,6,1,3,1,41,0.16,0.16,0,0,18,4,5,4,22.2,50.0,72.2,4,3,0.0,1,-2,2,2,2,4,3,45,0.19,0.19,0,0,16,0,3,6,0.0,18.7,56.2,0,2,0.03,5,0,4,4,4,5,3,44,0.19,0.17,0,0,22,1,1,1,4.5,9.0,13.6,1,1,0.03,4,0,5,3,5,6,3,47,0.21,0.25,0,0,16,0,1,1,0.0,6.2,12.5,0,4,0.04999999999999999,7,0,6,5,6,0.17999999999999997,44.166666666666664,2.3333333333333335
20250812,19,8R,1,3,40,0.13,0.11,0,0,19,9,6,3,47.3,78.9,94.7,9,1,-0.03,0,0,1,4,2,2,3,43,0.18,0.16,0,0,14,0,0,4,0.0,0.0,28.5,0,4,0.01999999999999999,3,0,4,6,3,3,3,40,0.16,0.17,0,0,20,2,3,3,10.0,25.0,40.0,2,1,0.0,0,0,3,5,4,4,1,28,0.15,0.14,0,0,22,3,4,6,13.6,31.8,59.0,3,3,-0.010000000000000009,-12,-2,2,3,1,5,3,26,0.18,0.16,0,0,16,0,2,0,0.0,12.5,12.5,0,5,0.01999999999999999,-14,0,5,2,5,6,4,21,,0.24,1,0,48,0,0,1,0.0,0.0,2.0,0,5,0.0,-19,1,6,1,6,0.16,33.0,2.8333333333333335
20250812,19,9R,1,2,27,0.16,0.14,0,0,15,12,1,1,80.0,86.6,93.3,12,1,0.0,-13,-1,3,3,2,2,3,26,0.21,0.22,0,0,23,2,4,3,8.7,26.0,39.1,2,3,0.04999999999999999,-14,0,5,2,4,3,2,36,0.18,0.14,0,0,24,3,6,4,12.5,37.5,54.1,3,3,0.01999999999999999,-4,-1,4,4,3,4,4,21,0.23,0.27,1,0,2,0,0,0,0.0,0.0,0.0,0,0,0.07,-19,1,6,1,6,5,3,43,0.15,0.14,1,0,19,0,3,3,0.0,15.7,31.5,0,6,-0.010000000000000009,3,0,2,6,5,6,1,37,0.14,0.12,0,0,5,0,1,1,0.0,20.0,40.0,0,3,-0.01999999999999999,-3,-2,1,5,1,0.17833333333333334,31.666666666666668,2.5
20250812,19,10R,1,2,52,0.18,0.17,0,0,24,11,9,2,45.8,83.3,91.6,11,4,0.01999999999999999,12,-1,4,5,2,2,3,26,0.17,0.15,0,0,20,2,5,3,10.0,35.0,50.0,2,1,0.010000000000000009,-14,0,2,1,4,3,2,36,0.2,0.22,1,0,20,3,4,5,15.0,35.0,60.0,3,2,0.04000000000000001,-4,-1,6,2,3,4,3,52,0.18,0.14,0,0,19,2,2,2,10.5,21.0,31.5,2,4,0.01999999999999999,12,0,5,6,5,5,3,41,0.17,0.18,0,0,24,2,6,4,8.3,33.3,50.0,2,2,0.010000000000000009,1,0,3,4,6,6,1,40,0.14,0.17,0,0,14,0,1,5,0.0,7.1,42.8,0,4,-0.01999999999999999,0,-2,1,3,1,0.17333333333333334,41.166666666666664,2.3333333333333335
