date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_winK_逃げ,L1_loseK_逃げ,L1_winK_差し,L1_loseK_差し,L1_winK_まくり,L1_loseK_まくり,L1_winK_まくり差し,L1_loseK_まくり差し,L1_winK_抜き,L1_loseK_抜き,L1_winK_恵まれ,L1_loseK_恵まれ,L1_winK_total,L1_loseK_total,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_winK_逃げ,L2_loseK_逃げ,L2_winK_差し,L2_loseK_差し,L2_winK_まくり,L2_loseK_まくり,L2_winK_まくり差し,L2_loseK_まくり差し,L2_winK_抜き,L2_loseK_抜き,L2_winK_恵まれ,L2_loseK_恵まれ,L2_winK_total,L2_loseK_total,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_winK_逃げ,L3_loseK_逃げ,L3_winK_差し,L3_loseK_差し,L3_winK_まくり,L3_loseK_まくり,L3_winK_まくり差し,L3_loseK_まくり差し,L3_winK_抜き,L3_loseK_抜き,L3_winK_恵まれ,L3_loseK_恵まれ,L3_winK_total,L3_loseK_total,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_winK_逃げ,L4_loseK_逃げ,L4_winK_差し,L4_loseK_差し,L4_winK_まくり,L4_loseK_まくり,L4_winK_まくり差し,L4_loseK_まくり差し,L4_winK_抜き,L4_loseK_抜き,L4_winK_恵まれ,L4_loseK_恵まれ,L4_winK_total,L4_loseK_total,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_winK_逃げ,L5_loseK_逃げ,L5_winK_差し,L5_loseK_差し,L5_winK_まくり,L5_loseK_まくり,L5_winK_まくり差し,L5_loseK_まくり差し,L5_winK_抜き,L5_loseK_抜き,L5_winK_恵まれ,L5_loseK_恵まれ,L5_winK_total,L5_loseK_total,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_winK_逃げ,L6_loseK_逃げ,L6_winK_差し,L6_loseK_差し,L6_winK_まくり,L6_loseK_まくり,L6_winK_まくり差し,L6_loseK_まくり差し,L6_winK_抜き,L6_loseK_抜き,L6_winK_恵まれ,L6_loseK_恵まれ,L6_winK_total,L6_loseK_total,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250817,10,1R,1,1,51,0.17,0.17,1,0,34,21,5,2,61.7,76.4,82.3,20,0,0,2,0,8,0,3,1,0,0,0,21,13,0.010000000000000009,11,-2,2,6,1,2,3,22,0.18,0.15,0,0,15,1,0,2,6.6,6.6,20.0,0,9,0,2,1,2,0,2,0,0,0,0,1,15,0.01999999999999999,-18,0,3,2,2,3,4,20,0.19,0.18,1,0,8,0,0,1,0.0,0.0,12.5,0,4,0,1,0,1,0,1,0,0,0,1,0,8,0.03,-20,1,4,1,6,4,3,42,0.19,0.18,0,0,21,1,0,5,4.7,4.7,28.5,0,10,0,1,1,2,0,6,0,1,0,0,1,20,0.03,2,0,5,4,3,5,3,41,0.14,0.16,1,0,16,3,0,2,18.7,18.7,31.2,0,8,0,1,2,2,1,1,0,1,0,0,3,13,-0.01999999999999999,1,0,1,3,4,6,3,49,0.19,0.21,0,0,15,0,0,1,0.0,0.0,6.6,0,6,0,4,0,3,0,2,0,0,0,0,0,15,0.03,9,0,6,5,5,0.17666666666666667,37.5,2.8333333333333335
20250817,10,2R,1,2,24,0.18,0.17,0,0,20,10,4,2,50.0,70.0,80.0,10,0,0,2,0,4,0,1,0,3,0,0,10,10,0.01999999999999999,-16,-1,6,1,2,2,3,30,0.17,0.18,0,0,19,1,3,4,5.2,21.0,42.1,0,9,1,4,0,3,0,1,0,1,0,0,1,18,0.010000000000000009,-10,0,3,3,4,3,2,34,0.16,0.14,0,0,17,3,4,5,17.6,41.1,70.5,0,9,0,2,1,2,1,0,1,1,0,0,3,14,0.0,-6,-1,2,4,3,4,1,45,0.15,0.14,0,0,24,6,3,6,25.0,37.5,62.5,0,10,0,0,5,5,0,2,1,1,0,0,6,18,-0.010000000000000009,5,-2,1,5,1,5,3,49,0.17,0.16,0,0,16,0,0,5,0.0,0.0,31.2,0,11,0,2,0,1,0,2,0,0,0,0,0,16,0.010000000000000009,9,0,4,6,5,6,3,27,0.17,0.14,0,0,15,0,0,2,0.0,0.0,13.3,0,7,0,1,0,3,0,2,0,2,0,0,0,15,0.010000000000000009,-13,0,5,2,6,0.16666666666666666,34.833333333333336,2.3333333333333335
20250817,10,3R,1,2,44,0.18,0.13,1,0,23,13,7,1,56.5,86.9,91.3,12,0,0,2,0,1,0,5,1,2,0,0,13,10,0.01999999999999999,4,-1,2,3,2,2,3,51,0.19,0.19,0,0,25,2,8,2,8.0,40.0,48.0,0,14,2,0,0,4,0,3,0,2,0,0,2,23,0.03,11,0,4,5,4,3,3,22,0.19,0.17,1,0,24,4,3,3,16.6,29.1,41.6,0,10,1,5,0,2,2,2,1,1,0,0,4,20,0.03,-18,0,5,1,5,4,3,50,0.18,0.16,0,0,22,0,2,5,0.0,9.0,31.8,0,14,0,1,0,3,0,3,0,1,0,0,0,22,0.01999999999999999,10,0,3,4,6,5,1,39,0.16,0.12,0,0,17,2,6,4,11.7,47.0,70.5,0,10,0,1,0,0,1,3,1,2,0,0,2,16,0.0,-1,-2,1,2,1,6,2,53,0.2,0.23,1,0,10,0,2,2,0.0,20.0,40.0,0,4,0,0,0,3,0,3,0,0,0,0,0,10,0.04000000000000001,13,-1,6,6,3,0.18333333333333335,43.166666666666664,2.3333333333333335
20250817,10,4R,1,2,25,0.15,0.13,1,0,19,14,2,2,73.6,84.2,94.7,14,0,0,0,0,2,0,2,0,1,0,0,14,5,-0.010000000000000009,-15,-1,2,1,3,2,3,38,0.16,0.14,0,0,14,0,2,7,0.0,14.2,64.2,0,10,0,1,0,1,0,2,0,0,0,0,0,14,0.0,-2,0,4,3,4,3,3,25,0.19,0.15,0,0,20,0,7,4,0.0,35.0,55.0,0,10,0,2,0,4,0,2,0,2,0,0,0,20,0.03,-15,0,6,2,5,4,1,46,0.13,0.13,0,0,16,4,3,6,25.0,43.7,81.2,0,7,2,3,2,1,0,0,0,1,0,0,4,12,-0.03,6,-2,1,4,1,5,3,54,0.16,0.12,0,0,17,4,2,2,23.5,35.2,47.0,0,6,1,2,2,2,1,1,0,2,0,0,4,13,0.0,14,0,5,6,6,6,1,47,0.15,0.19,1,0,16,0,1,4,0.0,6.2,31.2,0,9,0,2,0,2,0,2,0,1,0,0,0,16,-0.010000000000000009,7,-2,3,5,2,0.15666666666666668,39.166666666666664,2.1666666666666665
20250817,10,5R,1,2,35,0.14,0.14,1,0,16,5,7,3,31.2,75.0,93.7,5,0,0,4,0,1,0,6,0,0,0,0,5,11,-0.01999999999999999,-5,-1,2,2,2,2,2,38,0.18,0.18,0,0,19,3,4,4,15.7,36.8,57.8,0,9,3,1,0,2,0,2,0,2,0,0,3,16,0.01999999999999999,-2,-1,5,3,3,3,3,52,0.14,0.15,1,0,13,0,5,1,0.0,38.4,46.1,0,7,0,1,0,2,0,1,0,2,0,0,0,13,-0.01999999999999999,12,0,3,6,5,4,2,51,0.17,0.19,1,0,18,2,4,5,11.1,33.3,61.1,0,11,0,1,1,2,1,2,0,0,0,0,2,16,0.010000000000000009,11,-1,4,5,4,5,1,38,0.13,0.13,0,0,18,3,1,4,16.6,22.2,44.4,0,9,0,0,2,3,1,3,0,0,0,0,3,15,-0.03,-2,-2,1,4,1,6,4,23,0.21,0.17,1,0,70,0,0,0,0.0,0.0,0.0,0,36,0,11,0,7,0,11,0,3,0,2,0,70,0.04999999999999999,-17,1,6,1,6,0.16166666666666665,39.5,2.3333333333333335
20250817,10,6R,1,3,42,0.19,0.17,0,0,14,1,4,3,7.1,35.7,57.1,1,0,0,4,0,4,0,3,0,2,0,0,1,13,0.03,2,0,5,2,4,2,1,50,0.13,0.15,0,0,12,2,5,1,16.6,58.3,66.6,0,5,1,1,1,3,0,1,0,0,0,0,2,10,-0.03,10,-2,1,3,1,3,3,50,0.19,0.16,0,0,23,1,1,2,4.3,8.7,17.3,0,14,0,2,1,3,0,2,0,1,0,0,1,22,0.03,10,0,6,4,5,4,1,55,0.17,0.15,0,0,26,6,4,8,23.0,38.4,69.2,0,13,0,1,2,2,4,3,0,1,0,0,6,20,0.010000000000000009,15,-2,2,6,2,5,3,32,0.18,0.18,0,0,22,0,2,7,0.0,9.0,40.9,0,11,0,4,0,3,0,3,0,1,0,0,0,22,0.01999999999999999,-8,0,3,1,6,6,2,54,0.18,0.2,0,0,22,0,2,8,0.0,9.0,45.4,0,8,0,3,0,7,0,2,0,2,0,0,0,22,0.01999999999999999,14,-1,4,5,3,0.17333333333333334,47.166666666666664,2.1666666666666665
20250817,10,7R,1,3,41,0.19,0.16,0,0,17,4,3,2,23.5,41.1,52.9,4,0,0,4,0,3,0,4,0,2,0,0,4,13,0.03,1,0,4,1,5,2,2,42,0.19,0.2,0,0,20,1,7,5,5.0,40.0,65.0,0,14,1,2,0,1,0,0,0,2,0,0,1,19,0.03,2,-1,5,2,3,3,2,55,0.14,0.14,0,0,18,4,4,7,22.2,44.4,83.3,0,8,0,4,1,0,1,0,2,2,0,0,4,14,-0.01999999999999999,15,-1,1,6,4,4,1,51,0.17,0.14,1,0,27,7,7,4,25.9,51.8,66.6,0,11,1,3,4,2,2,3,0,0,0,1,7,20,0.010000000000000009,11,-2,3,4,1,5,1,45,0.15,0.15,0,0,22,0,6,9,0.0,27.2,68.1,0,14,0,0,0,2,0,2,0,4,0,0,0,22,-0.010000000000000009,5,-2,2,3,2,6,3,51,0.19,0.21,0,0,11,0,0,1,0.0,0.0,9.0,0,4,0,4,0,0,0,1,0,2,0,0,0,11,0.03,11,0,6,5,6,0.17166666666666666,47.5,2.0
20250817,10,8R,1,3,50,0.18,0.18,0,0,17,4,4,2,23.5,47.0,58.8,4,0,0,5,0,3,0,3,0,2,0,0,4,13,0.01999999999999999,10,0,5,6,4,2,2,33,0.15,0.15,1,0,18,4,8,2,22.2,66.6,77.7,0,9,2,0,0,3,0,1,2,1,0,0,4,14,-0.010000000000000009,-7,-1,3,4,2,3,3,30,0.17,0.22,0,0,20,1,7,4,5.0,40.0,60.0,0,9,0,3,1,4,0,1,0,2,0,0,1,19,0.010000000000000009,-10,0,4,3,5,4,4,20,0.19,0.19,1,0,11,1,1,0,9.0,18.1,18.1,0,5,0,2,1,0,0,3,0,0,0,0,1,10,0.03,-20,1,6,1,6,5,1,45,0.14,0.13,0,0,18,4,2,5,22.2,33.3,61.1,0,8,2,2,0,1,2,1,0,2,0,0,4,14,-0.01999999999999999,5,-2,1,5,1,6,2,29,0.14,0.15,1,0,25,1,3,5,4.0,16.0,36.0,0,13,0,1,0,3,0,5,1,2,0,0,1,24,-0.01999999999999999,-11,-1,2,2,3,0.16166666666666665,34.5,2.5
20250817,10,9R,1,3,22,0.19,0.14,1,0,11,5,1,3,45.4,54.5,81.8,5,0,0,2,0,2,0,0,0,1,0,1,5,6,0.03,-18,0,6,1,5,2,2,35,0.14,0.16,1,0,21,3,9,5,14.2,57.1,80.9,0,11,3,2,0,3,0,2,0,0,0,0,3,18,-0.01999999999999999,-5,-1,1,3,2,3,1,47,0.15,0.18,1,0,23,8,1,3,34.7,39.1,52.1,0,9,0,1,2,3,6,1,0,0,0,1,8,15,-0.010000000000000009,7,-2,2,4,1,4,3,49,0.17,0.17,0,0,20,1,5,2,5.0,30.0,40.0,0,11,0,2,1,3,0,1,0,1,0,1,1,19,0.010000000000000009,9,0,3,5,6,5,2,25,0.17,0.17,0,0,21,2,3,5,9.5,23.8,47.6,0,13,0,2,0,2,2,2,0,0,0,0,2,19,0.010000000000000009,-15,-1,4,2,3,6,2,51,0.18,0.18,0,0,19,0,1,4,0.0,5.2,26.3,0,11,0,1,0,2,0,4,0,1,0,0,0,19,0.01999999999999999,11,-1,5,6,4,0.16666666666666666,38.166666666666664,2.1666666666666665
20250817,10,10R,1,2,52,0.17,0.15,0,0,24,18,3,2,75.0,87.5,95.8,18,0,0,1,0,2,0,2,0,1,0,0,18,6,0.010000000000000009,12,-1,2,5,2,2,1,46,0.13,0.15,0,0,19,0,8,5,0.0,42.1,68.4,0,13,0,1,0,2,0,2,0,1,0,0,0,19,-0.03,6,-2,1,3,1,3,2,53,0.2,0.18,1,0,26,4,8,3,15.3,46.1,57.6,0,13,0,4,3,2,1,3,0,0,0,0,4,22,0.04000000000000001,13,-1,5,6,3,4,4,23,0.21,0.15,1,0,1,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.04999999999999999,-17,1,6,2,6,5,3,50,0.19,0.17,0,0,18,0,1,5,0.0,5.5,33.3,0,6,0,3,0,4,0,5,0,0,0,0,0,18,0.03,10,0,4,4,4,6,3,22,0.18,0.16,0,0,23,0,0,0,0.0,0.0,0.0,0,14,0,3,0,2,0,2,0,1,0,1,0,23,0.01999999999999999,-18,0,3,1,5,0.17999999999999997,41.0,2.5
