date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_winK_逃げ,L1_loseK_逃げ,L1_winK_差し,L1_loseK_差し,L1_winK_まくり,L1_loseK_まくり,L1_winK_まくり差し,L1_loseK_まくり差し,L1_winK_抜き,L1_loseK_抜き,L1_winK_恵まれ,L1_loseK_恵まれ,L1_winK_total,L1_loseK_total,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_winK_逃げ,L2_loseK_逃げ,L2_winK_差し,L2_loseK_差し,L2_winK_まくり,L2_loseK_まくり,L2_winK_まくり差し,L2_loseK_まくり差し,L2_winK_抜き,L2_loseK_抜き,L2_winK_恵まれ,L2_loseK_恵まれ,L2_winK_total,L2_loseK_total,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_winK_逃げ,L3_loseK_逃げ,L3_winK_差し,L3_loseK_差し,L3_winK_まくり,L3_loseK_まくり,L3_winK_まくり差し,L3_loseK_まくり差し,L3_winK_抜き,L3_loseK_抜き,L3_winK_恵まれ,L3_loseK_恵まれ,L3_winK_total,L3_loseK_total,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_winK_逃げ,L4_loseK_逃げ,L4_winK_差し,L4_loseK_差し,L4_winK_まくり,L4_loseK_まくり,L4_winK_まくり差し,L4_loseK_まくり差し,L4_winK_抜き,L4_loseK_抜き,L4_winK_恵まれ,L4_loseK_恵まれ,L4_winK_total,L4_loseK_total,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_winK_逃げ,L5_loseK_逃げ,L5_winK_差し,L5_loseK_差し,L5_winK_まくり,L5_loseK_まくり,L5_winK_まくり差し,L5_loseK_まくり差し,L5_winK_抜き,L5_loseK_抜き,L5_winK_恵まれ,L5_loseK_恵まれ,L5_winK_total,L5_loseK_total,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_winK_逃げ,L6_loseK_逃げ,L6_winK_差し,L6_loseK_差し,L6_winK_まくり,L6_loseK_まくり,L6_winK_まくり差し,L6_loseK_まくり差し,L6_winK_抜き,L6_loseK_抜き,L6_winK_恵まれ,L6_loseK_恵まれ,L6_winK_total,L6_loseK_total,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250817,04,1R,1,3,27,0.17,0.15,0,0,9,0,2,1,0.0,22.2,33.3,0,0,0,4,0,4,0,0,0,1,0,0,0,9,0.010000000000000009,-13,0,3,1,2,2,4,52,0.15,0.22,1,0,5,1,0,1,20.0,20.0,40.0,0,3,1,1,0,0,0,0,0,0,0,0,1,4,-0.010000000000000009,12,1,1,5,5,3,1,52,0.18,0.15,0,0,25.0,0.0,10.0,10.0,0.0,40.0,80.0,0,15,0,2,0,3,0,1,0,4,0,0,0,25,0.01999999999999999,12,-2,4,6,1,4,4,30,,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-10,1,6,2,6,5,3,45,0.15,0.18,0,0,10.0,1.0,4.0,1.0,10.0,50.0,60.0,0,3,0,2,0,1,1,2,0,1,0,0,1,9,-0.010000000000000009,5,0,2,3,3,6,3,51,0.18,0.18,0,0,14,0,0,1,0.0,0.0,7.1,0,9,0,1,0,2,0,1,0,1,0,0,0,14,0.01999999999999999,11,0,5,4,4,0.166,42.833333333333336,3.0
20250817,04,2R,1,1,47,0.15,0.15,0,0,31,24,4,1,77.4,90.3,93.5,23,0,0,3,0,0,0,4,1,1,0,0,24,8,-0.010000000000000009,7,-2,1,4,1,2,3,43,0.2,0.21,1,0,12,0,3,2,0.0,25.0,41.6,0,5,0,0,0,4,0,2,0,1,0,0,0,12,0.04000000000000001,3,0,6,3,2,3,3,56,0.17,0.14,0,0,16.0,1.0,0.0,1.0,6.2,6.2,12.5,0,9,0,1,0,4,0,0,1,1,0,0,1,15,0.010000000000000009,16,0,3,6,3,4,3,31,0.17,0.19,1,0,14.0,1.0,1.0,4.0,7.1,14.2,42.8,0,8,1,1,0,3,0,0,0,0,0,1,1,13,0.010000000000000009,-9,0,4,1,4,5,3,35,0.16,0.14,0,0,20.0,0.0,0.0,4.0,0.0,0.0,20.0,0,13,0,3,0,2,0,0,0,2,0,0,0,20,0.0,-5,0,2,2,5,6,3,50,0.17,0.2,0,0,11,0,0,0,0.0,0.0,0.0,0,5,0,1,0,1,0,2,0,1,0,1,0,11,0.010000000000000009,10,0,5,5,6,0.17,43.666666666666664,2.6666666666666665
20250817,04,3R,1,3,56,0.17,0.16,0,0,21,11,8,0,52.3,90.4,90.4,11,0,0,5,0,2,0,2,0,1,0,0,11,10,0.010000000000000009,16,0,5,6,3,2,1,37,0.16,0.16,0,0,16,2,6,3,12.5,50.0,68.7,0,10,2,0,0,2,0,2,0,0,0,0,2,14,0.0,-3,-2,3,4,1,3,3,29,0.14,0.15,1,0,18.0,3.0,3.0,4.0,16.6,33.3,55.5,0,7,0,3,1,1,2,3,0,2,0,0,3,16,-0.01999999999999999,-11,0,1,1,4,4,3,34,0.16,0.16,1,0,22.0,1.0,0.0,4.0,4.5,4.5,22.7,0,11,0,2,1,4,0,1,0,1,0,2,1,21,0.0,-6,0,4,2,5,5,1,38,0.14,0.17,0,0,18.0,3.0,2.0,1.0,16.6,27.7,33.3,0,10,0,0,1,2,2,2,0,1,0,0,3,15,-0.01999999999999999,-2,-2,2,5,2,6,3,35,0.19,0.22,0,0,17,1,0,3,5.8,5.8,23.5,0,9,1,2,0,3,0,0,0,2,0,0,1,16,0.03,-5,0,6,3,6,0.16,38.166666666666664,2.3333333333333335
20250817,04,4R,1,3,27,0.21,0.18,0,0,19,9,5,1,47.3,73.6,78.9,8,0,0,3,0,4,0,3,1,0,0,0,9,10,0.04999999999999999,-13,0,5,1,3,2,1,35,0.16,0.16,0,0,18,2,6,4,11.1,44.4,66.6,0,10,1,1,0,1,0,4,1,0,0,0,2,16,0.0,-5,-2,2,2,1,3,2,41,0.16,0.16,0,0,23.0,2.0,1.0,8.0,8.7,13.0,47.8,0,10,0,4,2,1,0,2,0,3,0,1,2,21,0.0,1,-1,3,4,2,4,3,46,0.22,0.21,0,0,22.0,0.0,3.0,2.0,0.0,13.6,22.7,0,8,0,2,0,2,0,4,0,4,0,2,0,22,0.06,6,0,6,5,4,5,3,63,0.18,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01999999999999999,23,0,4,6,5,6,3,37,0.15,0.22,0,0,13,0,2,2,0.0,15.3,30.7,0,5,0,1,0,3,0,3,0,1,0,1,0,14,-0.010000000000000009,-3,0,1,3,6,0.17999999999999997,41.5,2.5
20250817,04,5R,1,3,56,0.18,0.19,0,0,12,4,2,3,33.3,50.0,75.0,0,0,0,3,0,3,0,2,0,0,0,0,0,8,0.01999999999999999,16,0,4,6,3,2,1,32,0.13,0.14,0,0,20,9,5,1,45.0,70.0,75.0,0,6,7,0,2,4,0,1,0,0,0,0,9,11,-0.03,-8,-2,1,2,1,3,1,34,0.14,0.16,1,0,18.0,3.0,6.0,2.0,16.6,50.0,61.1,0,11,0,2,2,1,1,1,0,0,0,0,3,15,-0.01999999999999999,-6,-2,3,3,2,4,3,52,0.2,0.2,0,0,22.0,0.0,4.0,7.0,0.0,18.1,50.0,0,14,0,1,0,5,0,1,0,1,0,0,0,22,0.04000000000000001,12,0,5,5,4,5,3,36,0.13,0.11,1,0,18.0,1.0,4.0,4.0,5.5,27.7,50.0,0,9,0,2,1,3,0,2,0,1,0,0,1,17,-0.03,-4,0,2,4,5,6,4,19,,0.27,0,0,42,0,0,0,0.0,0.0,0.0,0,23,0,3,0,4,0,9,0,2,0,1,0,42,0.0,-21,1,6,1,6,0.156,38.166666666666664,2.5
20250817,04,6R,1,3,45,0.17,0.16,1,0,11,6,3,1,54.5,81.8,90.9,6,0,0,3,0,1,0,1,0,0,0,0,6,5,0.010000000000000009,5,0,5,6,4,2,2,31,0.14,0.14,0,0,18,3,6,3,16.6,50.0,66.6,0,13,1,0,2,1,0,2,0,0,0,0,3,16,-0.01999999999999999,-9,-1,1,3,2,3,2,35,0.14,0.15,0,0,19.0,5.0,5.0,6.0,26.3,52.6,84.2,0,5,2,6,3,4,0,0,0,0,0,0,5,15,-0.01999999999999999,-5,-1,2,5,3,4,3,27,0.17,0.17,0,0,15.0,1.0,0.0,1.0,6.6,6.6,13.3,0,7,0,3,1,3,0,0,0,1,0,0,1,14,0.010000000000000009,-13,0,6,1,5,5,3,34,0.16,0.18,0,0,24.0,1.0,3.0,11.0,4.1,16.6,62.5,0,12,0,3,0,3,1,5,0,0,0,0,1,23,0.0,-6,0,4,4,6,6,1,27,0.15,0.14,0,0,14,1,3,5,7.1,28.5,64.2,0,9,0,0,0,2,1,2,0,0,0,0,1,13,-0.010000000000000009,-13,-2,3,2,1,0.15500000000000003,33.166666666666664,2.3333333333333335
20250817,04,7R,1,4,52,0.15,0.14,1,0,5,1,2,0,20.0,60.0,60.0,1,0,0,1,0,0,0,1,0,2,0,0,1,4,-0.010000000000000009,12,1,2,4,5,2,3,76,0.21,0.17,0,0,16,0,1,3,0.0,6.2,25.0,0,10,0,1,0,2,0,2,0,1,0,0,0,16,0.04999999999999999,36,0,5,6,4,3,1,47,0.15,0.16,0,0,17.0,2.0,6.0,7.0,11.7,47.0,88.2,0,12,0,1,1,0,0,0,1,2,0,0,2,15,-0.010000000000000009,7,-2,3,2,1,4,2,33,0.12,0.12,0,0,22.0,5.0,5.0,4.0,22.7,45.4,63.6,0,9,1,1,2,2,2,3,0,2,0,0,5,17,-0.04000000000000001,-7,-1,1,1,2,5,2,51,0.16,0.15,0,0,18.0,2.0,5.0,4.0,11.1,38.8,61.1,0,8,0,3,1,4,1,0,0,1,0,0,2,16,0.0,11,-1,4,3,3,6,4,59,0.21,0.18,0,0,5,0,0,0,0.0,0.0,0.0,0,3,0,1,0,1,0,0,0,0,0,0,0,5,0.04999999999999999,19,1,6,5,6,0.16666666666666666,53.0,2.6666666666666665
20250817,04,8R,1,2,25,0.15,0.13,0,0,21,8,5,2,38.1,61.9,71.4,8,0,0,1,0,4,0,6,0,2,0,0,8,13,-0.010000000000000009,-15,-1,2,1,2,2,3,56,0.17,0.18,0,0,16,0,2,2,0.0,12.5,25.0,0,8,0,0,0,2,0,4,0,2,0,0,0,16,0.010000000000000009,16,0,3,5,3,3,4,30,,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-10,1,6,3,5,4,1,42,0.1,0.11,1,0,14.0,2.0,2.0,4.0,14.2,28.5,57.1,0,8,0,0,2,2,0,1,0,1,0,0,2,12,-0.06,2,-2,1,4,1,5,3,26,0.17,0.15,0,0,22.0,1.0,1.0,5.0,4.5,9.0,31.8,0,10,0,3,0,4,1,3,0,0,0,1,1,21,0.010000000000000009,-14,0,4,2,4,6,4,57,0.2,0.19,0,0,15,0,0,3,0.0,0.0,20.0,0,8,0,2,0,4,0,1,0,1,0,0,0,16,0.04000000000000001,17,1,5,6,6,0.158,39.333333333333336,2.8333333333333335
20250817,04,9R,1,3,63,0.18,0.14,0,0,24,8,8,0,33.3,66.6,66.6,8,0,0,4,0,4,0,5,0,3,0,0,8,16,0.01999999999999999,23,0,3,6,4,2,2,54,0.15,0.13,0,0,21,0,8,4,0.0,38.1,57.1,0,13,0,1,0,2,0,5,0,0,0,0,0,21,-0.010000000000000009,14,-1,2,5,3,3,3,43,0.2,0.21,1,0,16.0,2.0,2.0,3.0,12.5,25.0,43.7,0,10,0,0,2,2,0,1,0,1,0,0,2,14,0.04000000000000001,3,0,6,2,5,4,1,52,0.18,0.19,0,0,13.0,2.0,3.0,3.0,15.3,38.4,61.5,0,6,1,0,0,3,1,2,0,0,0,0,2,11,0.01999999999999999,12,-2,4,4,1,5,3,29,0.14,0.14,1,0,16.0,1.0,2.0,2.0,6.2,18.7,31.2,0,8,0,2,0,3,1,0,0,2,0,0,1,15,-0.01999999999999999,-11,0,1,1,6,6,1,46,0.19,0.23,0,0,21,1,2,5,4.7,14.2,38.1,0,10,0,2,0,3,1,3,0,2,0,0,1,20,0.03,6,-2,5,3,2,0.17333333333333334,47.833333333333336,2.1666666666666665
20250817,04,10R,1,1,38,0.14,0.13,0,0,27,19,3,0,70.3,81.4,81.4,17,0,0,3,0,2,0,2,2,1,0,0,19,8,-0.01999999999999999,-2,-2,2,5,1,2,3,45,0.15,0.15,0,0,11,0,3,1,0.0,27.2,36.3,0,9,0,0,0,2,0,1,0,0,0,0,0,12,-0.010000000000000009,5,0,3,6,4,3,3,35,0.16,0.14,0,0,21.0,4.0,2.0,4.0,19.0,28.5,47.6,0,8,0,7,3,1,1,0,0,1,0,0,4,17,0.0,-5,0,4,2,5,4,2,26,0.17,0.11,0,0,18.0,5.0,4.0,0.0,27.7,50.0,50.0,0,6,0,1,2,4,3,2,0,0,0,0,5,13,0.010000000000000009,-14,-1,6,1,3,5,1,35,0.16,0.16,0,0,20.0,1.0,3.0,4.0,5.0,20.0,40.0,0,12,0,2,0,3,1,0,0,2,0,0,1,19,0.0,-5,-2,5,3,2,6,3,36,0.13,0.13,1,0,16,2,1,0,12.5,18.7,18.7,0,9,0,2,0,1,2,2,0,0,0,0,2,14,-0.03,-4,0,1,4,6,0.1516666666666667,35.833333333333336,2.1666666666666665
